power_of_shot,game_season,is_goal,area_of_shot,shot_basics,combined_shot,distance_of_shot,location,knockout_match,remaining_total,latitude,longitude
2.0,2007-08,,0,Goal Area,shot - 4,20.0,0.0,0.0,289.0,42.982923,-71.446094
2.0,2007-08,1.0,4,Mid Range,shot - 43,35.0,157.9177000845694,0.0,40.0,42.982923,-71.446094
2.0,2007-08,0.0,5,Penalty Spot,shot - 3,44.0,246.4792080480624,0.0,22.0,42.982923,-71.446094
3.0,2007-08,0.0,1,Goal Line,shot - 44,25.0,50.21951811795888,0.0,639.0,42.982923,-71.446094
3.0,2007-08,0.0,0,Goal Area,shot - 39,20.0,0.0,0.0,637.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 43,33.0,134.53624047073708,0.0,581.0,42.982923,-71.446094
3.0,2007-08,0.0,1,Goal Line,shot - 3,24.0,49.010203019371396,0.0,529.0,42.982923,-71.446094
3.0,2007-08,1.0,1,Goal Line,shot - 43,33.0,132.56319247815358,0.0,353.0,42.982923,-71.446094
3.0,2007-08,,5,Penalty Spot,shot - 17,46.0,265.27155897306443,0.0,293.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 34,41.0,213.66328650472454,0.0,267.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 0,40.0,203.088650593774,0.0,164.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,2.0,42.982923,-71.446094
1.0,2007-08,1.0,4,Mid Range,shot - 36,37.0,173.46181135915768,0.0,679.0,42.982923,-71.446094
1.0,2007-08,1.0,1,Goal Line,shot - 0,27.0,79.20227269466452,0.0,556.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 3,34.0,143.05593311708537,0.0,230.0,42.982923,-71.446094
1.0,2007-08,1.0,1,Goal Line,shot - 30,35.0,154.76756766196203,0.0,196.0,42.982923,-71.446094
1.0,2007-08,,1,Goal Line,shot - 29,29.0,93.39164844888434,0.0,119.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 46,42.0,227.0792813094141,0.0,81.0,42.982923,-71.446094
2.0,2007-08,,4,Mid Range,shot - 3,35.0,150.71164520368023,0.0,683.0,42.982923,-71.446094
2.0,2007-08,0.0,4,Mid Range,shot - 27,37.0,175.04570831642803,0.0,633.0,42.982923,-71.446094
2.0,2007-08,,5,Penalty Spot,shot - 3,45.0,252.76471272707352,0.0,17.0,42.982923,-71.446094
2.0,2007-08,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,178.0,42.982923,-71.446094
2.0,2007-08,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,89.0,42.982923,-71.446094
2.0,2007-08,,5,Penalty Spot,shot - 44,47.0,271.0885464197999,0.0,7.0,42.982923,-71.446094
3.0,2009-10,0.0,5,Penalty Spot,shot - 8,44.0,248.8453334905037,0.0,660.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 20,35.0,155.20631430454108,0.0,643.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 3,35.0,159.45218719101973,0.0,552.0,42.982923,-71.446094
3.0,2007-08,1.0,5,Penalty Spot,shot - 40,44.0,246.1320783644424,0.0,431.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 17,39.0,196.81463360228068,0.0,401.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 3,45.0,256.4936646391096,0.0,197.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 26,20.0,0.0,0.0,46.0,42.982923,-71.446094
3.0,2007-08,0.0,5,Penalty Spot,shot - 3,45.0,258.0620080523284,0.0,22.0,42.982923,-71.446094
4.0,2007-08,1.0,1,Goal Line,shot - 0,26.0,63.32456079595026,0.0,680.0,42.982923,-71.446094
4.0,2007-08,0.0,4,Mid Range,shot - 15,35.0,150.02999700059985,0.0,655.0,42.982923,-71.446094
4.0,2007-08,1.0,0,Goal Area,shot - 1,20.0,0.0,0.0,556.0,42.982923,-71.446094
4.0,2007-08,0.0,4,Mid Range,shot - 3,,,0.0,242.0,42.982923,-71.446094
4.0,2007-08,,1,Goal Line,shot - 3,26.0,69.35416353759881,0.0,215.0,42.982923,-71.446094
4.0,2007-08,0.0,1,Goal Line,shot - 3,29.0,94.04786015641186,0.0,167.0,42.982923,-71.446094
4.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,24.0,42.982923,-71.446094
4.0,2007-08,,5,Penalty Spot,shot - 46,46.0,265.74545474719736,0.0,56.0,42.982923,-71.446094
4.0,2007-08,,5,Penalty Spot,shot - 3,49.0,298.1358750637031,0.0,30.0,42.982923,-71.446094
4.0,2007-08,0.0,5,Penalty Spot,shot - 3,48.0,282.19496806286253,0.0,6.0,42.982923,-71.446094
1.0,2007-08,,1,Goal Line,shot - 3,26.0,63.117173646212215,0.0,675.0,37.75413,-122.437947
1.0,2007-08,1.0,1,Goal Line,shot - 16,22.731238752431857,59.16924876994806,0.0,626.0,37.75413,-122.437947
1.0,2007-08,0.0,1,Goal Line,shot - 3,28.0,80.80841540334771,0.0,416.0,37.75413,-122.437947
1.0,2007-08,,4,Mid Range,shot - 33,37.0,177.79201331893398,0.0,372.0,37.75413,-122.437947
1.0,2007-08,1.0,4,Mid Range,shot - 3,33.0,139.12943613772032,0.0,315.0,37.75413,-122.437947
1.0,2007-08,,4,Mid Range,shot - 38,34.0,143.75326083258076,0.0,292.0,37.75413,-122.437947
1.0,2007-08,,5,Penalty Spot,shot - 36,47.0,270.18512172212587,0.0,85.0,37.75413,-122.437947
4.0,2007-08,0.0,0,Goal Area,shot - 39,21.744209701436134,25.0,0.0,45.0,37.75413,-122.437947
1.0,2007-08,0.0,5,Penalty Spot,shot - 36,48.0,286.0082828572958,0.0,1.0,37.75413,-122.437947
2.0,2007-08,0.0,4,Mid Range,shot - 15,35.0,154.63505424062166,0.0,369.0,37.75413,-122.437947
2.0,2007-08,0.0,1,Goal Line,shot - 3,31.0,110.06361796706484,0.0,183.0,37.75413,-122.437947
3.0,2007-08,0.0,4,Mid Range,shot - 50,20.75718065044041,143.34922392534955,0.0,702.0,37.75413,-122.437947
3.0,2007-08,0.0,5,Penalty Spot,shot - 54,45.0,256.58137110866016,0.0,631.0,37.75413,-122.437947
3.0,2007-08,1.0,0,Goal Area,shot - 4,22.0,28.600699292150182,0.0,548.0,37.75413,-122.437947
3.0,2007-08,0.0,5,Penalty Spot,shot - 36,45.0,256.45272468819667,0.0,349.0,37.75413,-122.437947
3.0,2007-08,0.0,4,Mid Range,shot - 3,37.0,174.72549899771354,0.0,316.0,37.75413,-122.437947
3.0,2007-08,1.0,0,Goal Area,shot - 4,22.0,23.3452350598575,0.0,221.0,37.75413,-122.437947
3.0,2007-08,1.0,0,Goal Area,shot - 4,22.0,28.600699292150182,0.0,148.0,37.75413,-122.437947
3.0,2007-08,0.0,1,Goal Line,shot - 3,29.0,95.3519795284817,0.0,84.0,37.75413,-122.437947
3.0,2007-08,1.0,6,Right Corner,shot - 15,43.0,235.05318547086318,0.0,37.0,37.75413,-122.437947
4.0,2007-08,0.0,4,Mid Range,shot - 15,37.0,170.79227148791009,0.0,696.0,37.75413,-122.437947
4.0,2007-08,,1,Goal Line,shot - 16,27.0,71.5122367151245,0.0,644.0,37.75413,-122.437947
4.0,2007-08,,4,Mid Range,shot - 3,39.0,199.0226117806718,0.0,498.0,37.75413,-122.437947
4.0,2007-08,0.0,4,Mid Range,shot - 26,39.0,193.80660463462024,0.0,428.0,37.75413,-122.437947
4.0,2007-08,1.0,0,Goal Area,shot - 4,22.0,23.19482700948641,0.0,329.0,37.75413,-122.437947
4.0,2007-08,,4,Mid Range,shot - 3,40.0,200.26232796010345,0.0,224.0,37.75413,-122.437947
4.0,2007-08,0.0,4,Mid Range,shot - 3,39.0,198.21453024437943,0.0,87.0,37.75413,-122.437947
4.0,2007-08,0.0,4,Mid Range,shot - 3,29.64044210940192,172.04650534085255,0.0,41.0,37.75413,-122.437947
5.0,2007-08,0.0,4,Mid Range,shot - 27,36.0,164.0,0.0,278.0,37.75413,-122.437947
5.0,2007-08,0.0,4,Mid Range,shot - 3,33.0,135.72398461583714,0.0,243.0,37.75413,-122.437947
1.0,2007-08,0.0,5,Penalty Spot,shot - 3,46.0,268.92378102354576,0.0,660.0,42.982923,-71.446094
1.0,2007-08,1.0,4,Mid Range,shot - 8,29.0,97.12878049270464,0.0,485.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 4,19.770151599444688,0.0,0.0,283.0,42.982923,-71.446094
1.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,0.0,42.982923,-71.446094
2.0,2007-08,0.0,4,Mid Range,shot - 3,40.0,203.88722372919798,0.0,545.0,42.982923,-71.446094
2.0,2007-08,0.0,4,Mid Range,shot - 3,40.0,208.9042843026442,0.0,467.0,42.982923,-71.446094
2.0,2007-08,0.0,0,Goal Area,shot - 4,20.0,2.3286893159166806,0.0,460.0,42.982923,-71.446094
2.0,2007-08,1.0,5,Penalty Spot,shot - 3,43.0,239.38462774372127,0.0,274.0,42.982923,-71.446094
2.0,2007-08,0.0,5,Penalty Spot,shot - 3,46.0,261.53584840323515,0.0,243.0,42.982923,-71.446094
2.0,2007-08,1.0,5,Penalty Spot,shot - 3,44.0,248.78303800701528,0.0,70.0,42.982923,-71.446094
2.0,2007-08,0.0,5,Penalty Spot,shot - 38,45.0,256.6281356359821,0.0,42.0,42.982923,-71.446094
3.0,2007-08,0.0,1,Goal Line,shot - 14,32.0,122.78843593759146,0.0,705.0,42.982923,-71.446094
3.0,2007-08,,4,Mid Range,shot - 32,41.0,217.8623418583396,0.0,664.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 39,19.770151599444688,0.0,0.0,643.0,42.982923,-71.446094
3.0,2007-08,1.0,1,Goal Line,shot - 52,27.0,70.9365914038728,0.0,543.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 4,20.0,2.3286893159166806,0.0,531.0,42.982923,-71.446094
3.0,2007-08,,4,Mid Range,shot - 36,39.0,199.16073910286642,0.0,442.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 11,42.0,222.28360263411244,0.0,408.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 3,39.0,191.8384737220352,0.0,349.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 38,21.250695175938272,88.28363381737297,0.0,310.0,42.982923,-71.446094
4.0,2007-08,0.0,5,Penalty Spot,shot - 3,45.0,254.420911090264,0.0,257.0,42.982923,-71.446094
4.0,2007-08,0.0,1,Goal Line,shot - 3,25.0,59.03388857258178,0.0,235.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 3,42.0,221.9639610387236,0.0,688.0,42.982923,-71.446094
1.0,2007-08,1.0,1,Goal Line,shot - 48,31.0,113.77424392145849,0.0,663.0,42.982923,-71.446094
1.0,2007-08,1.0,6,Right Corner,shot - 56,43.0,235.07658326596462,0.0,625.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 3,39.0,193.05180651835403,0.0,490.0,42.982923,-71.446094
4.0,2007-08,1.0,5,Penalty Spot,shot - 3,43.75495753864076,274.6506872374435,0.0,457.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 3,42.0,225.2197985270004,0.0,352.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 46,37.0,175.82377541163197,0.0,301.0,42.982923,-71.446094
1.0,2007-08,1.0,5,Penalty Spot,shot - 21,45.0,255.8632447226448,0.0,218.0,42.982923,-71.446094
1.0,2007-08,1.0,5,Penalty Spot,shot - 21,44.0,245.8393784567476,0.0,191.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 3,36.0,169.8499337650739,0.0,164.0,42.982923,-71.446094
1.0,2007-08,,5,Penalty Spot,shot - 3,45.0,258.03100588882717,0.0,114.0,42.982923,-71.446094
1.0,2007-08,,5,Penalty Spot,shot - 3,46.0,267.0,0.0,82.0,42.982923,-71.446094
2.0,2007-08,,0,Goal Area,shot - 4,20.0,0.0,0.0,496.0,42.982923,-71.446094
2.0,2007-08,1.0,0,Goal Area,shot - 1,20.0,0.0,0.0,435.0,42.982923,-71.446094
2.0,2007-08,1.0,4,Mid Range,shot - 3,33.0,131.24023773218337,0.0,412.0,42.982923,-71.446094
2.0,2007-08,1.0,5,Penalty Spot,shot - 3,47.0,272.99816849202494,0.0,330.0,42.982923,-71.446094
2.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,270.0,42.982923,-71.446094
2.0,2007-08,0.0,5,Penalty Spot,shot - 3,45.0,256.1815762306103,0.0,240.0,42.982923,-71.446094
2.0,2007-08,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,231.0,42.982923,-71.446094
2.0,2007-08,1.0,1,Goal Line,shot - 0,26.284543336016466,71.69379331573968,0.0,213.0,42.982923,-71.446094
2.0,2007-08,0.0,6,Right Corner,shot - 50,43.0,237.4468361549592,0.0,158.0,42.982923,-71.446094
2.0,2007-08,0.0,5,Penalty Spot,shot - 18,46.0,263.32109676210905,0.0,56.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 32,36.0,164.43131419670482,0.0,699.0,42.982923,-71.446094
3.0,2007-08,1.0,5,Penalty Spot,shot - 47,45.0,259.3318337574468,0.0,670.0,42.982923,-71.446094
3.0,2007-08,1.0,5,Penalty Spot,shot - 3,46.0,264.1685068285014,0.0,609.0,42.982923,-71.446094
4.0,2007-08,,5,Penalty Spot,shot - 3,46.0,266.79017972931456,0.0,581.0,42.982923,-71.446094
3.0,2007-08,,0,Goal Area,shot - 3,20.0,0.0,0.0,470.0,42.982923,-71.446094
3.0,2007-08,,5,Penalty Spot,shot - 41,46.0,263.78210705049725,0.0,423.0,42.982923,-71.446094
3.0,2007-08,0.0,1,Goal Line,shot - 36,28.0,89.14033879226618,0.0,389.0,42.982923,-71.446094
3.0,2009-10,0.0,4,Mid Range,shot - 1,39.0,193.31321734428815,0.0,226.0,42.982923,-71.446094
3.0,2007-08,0.0,5,Penalty Spot,shot - 3,47.0,273.77545543748073,0.0,197.0,42.982923,-71.446094
4.0,2007-08,1.0,1,Goal Line,shot - 3,32.0,124.40257232067192,0.0,569.0,42.982923,-71.446094
4.0,2007-08,1.0,4,Mid Range,shot - 52,37.0,175.45369759569047,0.0,522.0,42.982923,-71.446094
4.0,2007-08,0.0,5,Penalty Spot,shot - 3,46.0,260.00769219390406,0.0,432.0,42.982923,-71.446094
4.0,2007-08,0.0,4,Mid Range,shot - 39,20.0,2.3286893159166806,0.0,277.0,42.982923,-71.446094
4.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,275.0,42.982923,-71.446094
4.0,2007-08,0.0,5,Penalty Spot,shot - 51,46.0,268.8382413273826,0.0,148.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 3,42.0,221.61678636782008,0.0,437.0,42.982923,-71.446094
2.0,2007-08,,5,Penalty Spot,shot - 26,45.0,252.38264599611438,0.0,268.0,42.982923,-71.446094
2.0,2007-08,0.0,4,Mid Range,shot - 3,33.0,130.29965464267354,0.0,191.0,42.982923,-71.446094
2.0,2007-08,0.0,4,Mid Range,shot - 49,41.0,216.8985938174796,0.0,153.0,42.982923,-71.446094
2.0,2007-08,0.0,1,Goal Line,shot - 7,28.0,80.60397012554655,0.0,44.0,42.982923,-71.446094
2.0,2007-08,1.0,0,Goal Area,shot - 10,20.0,0.0,0.0,2.0,42.982923,-71.446094
3.0,2007-08,1.0,1,Goal Line,shot - 17,28.0,89.4986033410578,0.0,565.0,42.982923,-71.446094
3.0,2007-08,0.0,5,Penalty Spot,shot - 3,44.0,249.5375723212839,0.0,500.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,182.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 3,33.0,139.38794782907166,0.0,119.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,93.0,42.982923,-71.446094
4.0,2007-08,0.0,5,Penalty Spot,shot - 36,46.0,261.58363863208257,0.0,625.0,42.982923,-71.446094
4.0,2007-08,0.0,1,Goal Line,shot - 7,30.0,105.7733425774188,0.0,582.0,42.982923,-71.446094
4.0,2007-08,0.0,0,Goal Area,shot - 4,19.770151599444688,0.0,0.0,522.0,42.982923,-71.446094
4.0,2007-08,0.0,4,Mid Range,shot - 39,20.0,0.0,0.0,475.0,42.982923,-71.446094
4.0,2007-08,1.0,1,Goal Line,shot - 3,30.0,108.52188719332152,0.0,386.0,42.982923,-71.446094
4.0,2007-08,0.0,4,Mid Range,shot - 8,34.0,144.69277798148738,0.0,348.0,42.982923,-71.446094
4.0,2007-08,,4,Mid Range,shot - 3,37.0,176.69465187152667,0.0,199.0,42.982923,-71.446094
4.0,2007-08,0.0,4,Mid Range,shot - 3,31.022282780795933,176.69465187152667,0.0,178.0,42.982923,-71.446094
4.0,2007-08,1.0,0,Goal Area,shot - 1,19.770151599444688,0.0,0.0,112.0,42.982923,-71.446094
5.0,2007-08,0.0,1,Goal Line,shot - 44,29.0,97.0463806640928,0.0,249.0,42.982923,-71.446094
5.0,2007-08,1.0,4,Mid Range,shot - 3,40.0,207.0024154448445,0.0,202.0,42.982923,-71.446094
5.0,2007-08,0.0,4,Mid Range,shot - 3,38.0,186.6788686488109,0.0,165.0,42.982923,-71.446094
5.0,2007-08,0.0,0,Goal Area,shot - 39,20.0,0.0,0.0,127.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 3,34.0,145.58159224297555,0.0,706.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 36,40.0,200.23236501624802,0.0,11.0,42.982923,-71.446094
1.0,2007-08,1.0,5,Penalty Spot,shot - 19,44.0,244.80400323524125,0.0,312.0,42.982923,-71.446094
1.0,2007-08,1.0,4,Mid Range,shot - 3,29.0,94.14881836751856,0.0,136.0,42.982923,-71.446094
1.0,2007-08,,1,Goal Line,shot - 2,28.0,84.86459803710852,0.0,41.0,42.982923,-71.446094
2.0,2007-08,0.0,3,Mid Ground Line,shot - 3,94.0,742.2465897530278,0.0,0.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,627.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,554.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 3,32.0,126.03570922560007,0.0,170.0,42.982923,-71.446094
3.0,2007-08,1.0,4,Mid Range,shot - 17,35.0691018898784,191.23022773609824,0.0,45.0,42.982923,-71.446094
3.0,2007-08,0.0,4,Mid Range,shot - 0,32.0,127.09838708654017,0.0,1.0,42.982923,-71.446094
4.0,2007-08,1.0,4,Mid Range,shot - 44,42.0,221.55134844997002,0.0,616.0,42.982923,-71.446094
4.0,2007-08,1.0,5,Penalty Spot,shot - 3,44.0,249.57764322951687,0.0,457.0,42.982923,-71.446094
4.0,2007-08,1.0,4,Mid Range,shot - 3,47.0,270.08332047721865,0.0,274.0,42.982923,-71.446094
4.0,2007-08,,5,Penalty Spot,shot - 3,45.0,251.2866888635369,0.0,243.0,42.982923,-71.446094
4.0,2007-08,1.0,4,Mid Range,shot - 4,20.0,0.0,0.0,206.0,42.982923,-71.446094
1.0,2007-08,1.0,5,Penalty Spot,shot - 3,46.0,262.08395601409865,0.0,681.0,42.982923,-71.446094
1.0,2007-08,,5,Penalty Spot,shot - 3,47.0,273.91239475423527,0.0,649.0,42.982923,-71.446094
1.0,2009-10,,1,Goal Line,shot - 2,27.0,77.78174593052024,0.0,448.0,42.982923,-71.446094
1.0,2007-08,,0,Goal Area,shot - 5,20.0,0.0,0.0,293.0,42.982923,-71.446094
2.0,2007-08,0.0,1,Goal Line,shot - 3,33.0,139.52060779684126,0.0,541.0,42.982923,-71.446094
2.0,2007-08,,0,Goal Area,shot - 47,20.0,0.0,0.0,264.0,42.982923,-71.446094
2.0,2007-08,0.0,4,Mid Range,shot - 4,20.0,2.3286893159166806,0.0,29.0,42.982923,-71.446094
3.0,2007-08,0.0,1,Goal Line,shot - 3,26.0,66.12866246946176,0.0,707.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,562.0,42.982923,-71.446094
3.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,497.0,42.982923,-71.446094
3.0,2007-08,1.0,1,Goal Line,shot - 36,33.0,135.4400236266961,0.0,440.0,42.982923,-71.446094
3.0,2007-08,1.0,5,Penalty Spot,shot - 3,47.0,278.6000717874997,0.0,180.0,42.982923,-71.446094
3.0,2007-08,0.0,5,Penalty Spot,shot - 17,47.0,278.62699079593847,0.0,130.0,42.982923,-71.446094
4.0,2007-08,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,104.0,42.982923,-71.446094
1.0,2007-08,0.0,4,Mid Range,shot - 50,44.0,248.90158697766472,0.0,682.0,38.567296,-121.456638
1.0,2007-08,,4,Mid Range,shot - 4,20.0,2.3286893159166806,0.0,485.0,38.567296,-121.456638
2.0,2007-08,0.0,4,Mid Range,shot - 3,35.0,154.8709139896837,0.0,333.0,38.567296,-121.456638
2.0,2007-08,0.0,4,Mid Range,shot - 3,26.0,69.65629906907199,0.0,265.0,38.567296,-121.456638
2.0,2007-08,1.0,0,Goal Area,shot - 5,20.0,0.0,0.0,263.0,38.567296,-121.456638
3.0,2007-08,,4,Mid Range,shot - 3,34.0,147.13938969562162,0.0,698.0,38.567296,-121.456638
3.0,2007-08,1.0,5,Penalty Spot,shot - 3,45.0,254.55844122715718,0.0,606.0,38.567296,-121.456638
3.0,2007-08,1.0,5,Penalty Spot,shot - 3,44.0,245.86378342488757,0.0,543.0,38.567296,-121.456638
3.0,2007-08,1.0,5,Penalty Spot,shot - 3,44.0,243.52823244954567,0.0,428.0,38.567296,-121.456638
3.0,2007-08,1.0,4,Mid Range,shot - 3,42.0,222.80484734403785,0.0,357.0,38.567296,-121.456638
3.0,2007-08,0.0,5,Penalty Spot,shot - 23,45.0,256.96108654813867,0.0,194.0,38.567296,-121.456638
4.0,2007-08,0.0,0,Goal Area,shot - 5,20.0,0.0,0.0,480.0,38.567296,-121.456638
4.0,2007-08,,5,Penalty Spot,shot - 36,44.0,240.4100663449848,0.0,379.0,38.567296,-121.456638
4.0,2007-08,1.0,4,Mid Range,shot - 17,37.0,171.96511274092774,0.0,276.0,38.567296,-121.456638
4.0,2007-08,,5,Penalty Spot,shot - 16,46.0,261.23743988946154,0.0,165.0,38.567296,-121.456638
1.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,518.0,45.539131,-122.651648
1.0,2007-08,,0,Goal Area,shot - 4,20.0,0.0,0.0,446.0,45.539131,-122.651648
1.0,2007-08,,4,Mid Range,shot - 3,36.0,164.43131419670482,0.0,380.0,45.539131,-122.651648
1.0,2007-08,0.0,5,Penalty Spot,shot - 25,44.0,247.9858866951908,0.0,207.0,45.539131,-122.651648
1.0,2007-08,1.0,1,Goal Line,shot - 36,24.0,42.43819034784589,0.0,102.0,45.539131,-122.651648
2.0,2007-08,1.0,4,Mid Range,shot - 3,28.0,87.09190547921202,0.0,397.0,45.539131,-122.651648
2.0,2007-08,,4,Mid Range,shot - 38,33.0,136.0,0.0,301.0,45.539131,-122.651648
2.0,2009-10,0.0,4,Mid Range,shot - 43,33.0,134.03707203155702,0.0,253.0,45.539131,-122.651648
2.0,2007-08,0.0,1,Goal Line,shot - 30,28.0,86.45229898620394,0.0,184.0,45.539131,-122.651648
2.0,2007-08,0.0,4,Mid Range,shot - 38,36.0,166.83225107874074,0.0,158.0,45.539131,-122.651648
2.0,2007-08,1.0,5,Penalty Spot,shot - 3,44.0,244.0348335791429,0.0,84.0,45.539131,-122.651648
2.0,2007-08,0.0,4,Mid Range,shot - 30,40.0,208.06249061279644,0.0,56.0,45.539131,-122.651648
3.0,2007-08,,0,Goal Area,shot - 4,20.0,0.0,0.0,684.0,45.539131,-122.651648
3.0,2007-08,0.0,5,Penalty Spot,shot - 3,44.0,241.66091947189145,0.0,437.0,45.539131,-122.651648
3.0,2007-08,1.0,4,Mid Range,shot - 3,41.0,211.80415482232638,0.0,267.0,45.539131,-122.651648
3.0,2007-08,1.0,5,Penalty Spot,shot - 3,44.0,244.23349483639626,0.0,237.0,45.539131,-122.651648
3.0,2007-08,1.0,0,Goal Area,shot - 1,20.0,0.0,0.0,182.0,45.539131,-122.651648
3.0,2007-08,0.0,4,Mid Range,shot - 25,38.0,185.29975715040752,0.0,119.0,45.539131,-122.651648
3.0,2007-08,1.0,0,Goal Area,shot - 4,19.770151599444688,0.0,0.0,1.0,45.539131,-122.651648
4.0,2007-08,,5,Penalty Spot,shot - 15,46.0,263.8370709358334,0.0,634.0,45.539131,-122.651648
4.0,2007-08,0.0,4,Mid Range,shot - 3,36.0,163.13491349187032,0.0,509.0,45.539131,-122.651648
4.0,2007-08,1.0,4,Mid Range,shot - 4,20.0,0.0,0.0,472.0,45.539131,-122.651648
4.0,2007-08,,0,Goal Area,shot - 3,22.533832942232713,32.2490309931942,0.0,450.0,45.539131,-122.651648
4.0,2007-08,0.0,5,Penalty Spot,shot - 42,44.0,240.20407989873942,0.0,372.0,45.539131,-122.651648
4.0,2007-08,1.0,0,Goal Area,shot - 4,20.0,0.0,0.0,54.0,45.539131,-122.651648
4.0,2007-08,0.0,5,Penalty Spot,shot - 3,46.0,268.8289418942834,0.0,7.0,45.539131,-122.651648
1.0,2007-08,,5,Penalty Spot,shot - 3,45.0,254.8764406531133,0.0,600.0,34.189593,-118.471724
1.0,2007-08,0.0,4,Mid Range,shot - 48,38.0,189.20095137181525,0.0,534.0,34.189593,-118.471724
1.0,2007-08,0.0,0,Goal Area,shot - 4,20.0,2.3286893159166806,0.0,427.0,34.189593,-118.471724
1.0,2007-08,1.0,0,Goal Area,shot - 39,23.0,33.541019662496836,0.0,140.0,34.189593,-118.471724
2.0,2007-08,,4,Mid Range,shot - 4,20.0,0.0,0.0,532.0,34.189593,-118.471724
2.0,2007-08,,4,Mid Range,shot - 3,33.0,138.81282361511128,0.0,495.0,34.189593,-118.471724
2.0,2007-08,0.0,5,Penalty Spot,shot - 38,45.0,255.3605294480727,0.0,346.0,34.189593,-118.471724
2.0,2007-08,0.0,4,Mid Range,shot - 3,36.0,161.68178623456632,0.0,240.0,34.189593,-118.471724
2.0,2007-08,0.0,5,Penalty Spot,shot - 16,45.0,251.54323684011064,0.0,79.0,34.189593,-118.471724
2.0,2007-08,1.0,1,Goal Line,shot - 43,32.40412345218994,146.37281168304446,0.0,6.0,34.189593,-118.471724
3.0,2007-08,1.0,1,Goal Line,shot - 9,27.0,74.73285756613352,0.0,643.0,34.189593,-118.471724
3.0,2007-08,0.0,0,Goal Area,shot - 4,20.0,0.0,0.0,532.0,34.189593,-118.471724
3.0,2007-08,,5,Penalty Spot,shot - 19,45.0,254.52701231892854,0.0,374.0,34.189593,-118.471724
3.0,2007-08,1.0,4,Mid Range,shot - 53,38.0,189.66285877841239,0.0,304.0,34.189593,-118.471724
3.0,2007-08,,1,Goal Line,shot - 15,28.0,81.83520025025906,0.0,261.0,34.189593,-118.471724
3.0,2007-08,,1,Goal Line,shot - 2,24.0,48.020828814171885,0.0,207.0,34.189593,-118.471724
