power_of_shot,game_season,is_goal,area_of_shot,shot_basics,combined_shot,distance_of_shot,location,knockout_match,remaining_total,latitude,longitude,shot_id_number
2.0,2011-12,1.0,0,4,23,46.0,265.74545474719736,0.0,112.0,42.982923,-71.44609399999999,18824.0
2.0,2011-12,,4,5,23,47.0,271.3300573102803,0.0,68.0,42.982923,-71.44609399999999,18825.0
2.0,2011-12,0.0,0,0,1,21.448100986137426,18.788294228055925,0.0,61.0,42.982923,-71.44609399999999,18826.0
2.0,2011-12,0.0,0,1,23,24.0,44.294469180700204,0.0,35.0,42.982923,-71.44609399999999,18827.0
3.0,2011-12,0.0,1,4,23,39.0,197.31446981911893,0.0,663.0,42.982923,-71.44609399999999,18828.0
3.0,2011-12,1.0,0,0,34,21.0,18.027756377319946,0.0,649.0,42.982923,-71.44609399999999,18829.0
3.0,2011-12,1.0,2,4,38,34.0,146.38647478507022,0.0,628.0,42.982923,-71.44609399999999,18830.0
3.0,2011-12,1.0,0,0,33,20.0,9.848857801796104,0.0,606.0,42.982923,-71.44609399999999,18831.0
3.0,2011-12,1.0,0,0,34,20.0,7.0,0.0,563.0,42.982923,-71.44609399999999,18832.0
3.0,2011-12,0.0,0,0,23,23.0,32.72293148106445,0.0,359.0,42.982923,-71.44609399999999,18833.0
3.0,2011-12,1.0,5,4,32,34.0,142.88806808127822,0.0,136.0,42.982923,-71.44609399999999,18834.0
3.0,2011-12,0.0,2,4,43,41.0,219.17344729688404,0.0,71.0,42.982923,-71.44609399999999,18835.0
3.0,2011-12,,1,4,23,60.0,401.3190750512615,0.0,1.0,42.982923,-71.44609399999999,18836.0
4.0,2011-12,,0,4,23,34.0,149.05368160498418,0.0,393.0,42.982923,-71.44609399999999,18837.0
4.0,2011-12,1.0,0,1,28,26.0,66.57326790837297,0.0,360.0,42.982923,-71.44609399999999,18838.0
4.0,2011-12,0.0,0,4,37,40.0,209.61870145576228,0.0,230.0,42.982923,-71.44609399999999,18839.0
4.0,2011-12,1.0,0,0,33,22.0,22.591517426015194,0.0,157.0,42.982923,-71.44609399999999,18840.0
4.0,2011-12,0.0,5,4,13,35.0,154.29990014165554,0.0,137.0,42.982923,-71.44609399999999,18841.0
1.0,2011-12,0.0,0,0,34,22.0,23.323807579381203,0.0,411.0,32.757824,-96.786653,18842.0
1.0,2011-12,0.0,5,4,23,36.0,160.06561154726518,0.0,310.0,32.757824,-96.786653,18843.0
1.0,2011-12,0.0,5,4,25,34.0,140.9432509913121,0.0,121.0,32.757824,-96.786653,
2.0,2011-12,0.0,1,5,23,45.0,255.03333115496883,0.0,264.0,32.757824,-96.786653,
2.0,2011-12,1.0,4,5,23,44.0,248.92770034690795,0.0,216.0,32.757824,-96.786653,18846.0
2.0,2011-12,0.0,0,1,23,32.0,125.15989773086264,0.0,118.0,32.757824,-96.786653,18847.0
3.0,2011-12,0.0,4,4,28,40.0,203.33469944896268,0.0,676.0,32.757824,-96.786653,
3.0,2011-12,0.0,1,4,19,41.0,219.33763926877663,0.0,255.0,32.757824,-96.786653,18849.0
3.0,2011-12,,4,4,23,36.74705127657113,188.8597363124284,0.0,233.0,32.757824,-96.786653,18850.0
3.0,2011-12,0.0,2,4,40,40.0,206.17710833164773,0.0,169.0,32.757824,-96.786653,18851.0
3.0,2011-12,1.0,0,1,23,26.0,68.96375859826666,0.0,62.0,32.757824,-96.786653,18852.0
4.0,2011-12,1.0,0,5,23,43.06403720294375,236.0,0.0,435.0,32.757824,-96.786653,18853.0
4.0,2011-12,0.0,0,4,23,39.0,199.54197553397134,0.0,401.0,32.757824,-96.786653,18854.0
4.0,2011-12,0.0,5,6,30,43.0,235.66925976885486,0.0,332.0,32.757824,-96.786653,18855.0
4.0,2011-12,0.0,1,5,54,46.0,265.74545474719736,0.0,189.0,32.757824,-96.786653,18856.0
1.0,2011-12,,0,0,33,22.0,23.021728866442675,0.0,665.0,35.492151,-97.51901099999999,18857.0
1.0,2011-12,1.0,5,1,3,31.0,115.37764081484764,0.0,573.0,35.492151,-97.51901099999999,18858.0
1.0,2011-12,0.0,5,4,23,29.0,93.51141581136,0.0,543.0,35.492151,-97.51901099999999,18859.0
1.0,2011-12,0.0,2,4,7,31.0,116.6747616239262,0.0,487.0,35.492151,-97.51901099999999,18860.0
1.0,2011-12,,0,0,7,22.0,26.305892875931807,0.0,384.0,35.492151,-97.51901099999999,18861.0
1.0,2011-12,0.0,2,4,48,36.0,165.4841382127,0.0,209.0,35.492151,-97.51901099999999,18862.0
1.0,2011-12,1.0,0,1,23,25.29751428502074,56.142675390472796,0.0,184.0,35.492151,-97.51901099999999,18863.0
1.0,2011-12,1.0,2,4,12,33.0,138.0036231408437,0.0,73.0,35.492151,-97.51901099999999,18864.0
1.0,2011-12,1.0,1,4,23,41.0,218.75328568960967,0.0,28.0,35.492151,-97.51901099999999,18865.0
2.0,2011-12,0.0,1,5,7,44.0,241.2985702402731,0.0,339.0,35.492151,-97.51901099999999,18866.0
2.0,2011-12,,1,4,14,36.0,162.01234520862909,0.0,319.0,35.492151,-97.51901099999999,18867.0
2.0,2011-12,0.0,1,4,25,42.0,227.80035118497952,0.0,228.0,35.492151,-97.51901099999999,18868.0
2.0,2011-12,0.0,0,0,34,22.0,28.16025568065745,0.0,131.0,35.492151,-97.51901099999999,18869.0
3.0,2011-12,,2,4,23,32.0,125.22779244241272,0.0,420.0,35.492151,-97.51901099999999,18870.0
3.0,2011-12,0.0,4,5,12,44.0,247.83260479605988,0.0,259.0,35.492151,-97.51901099999999,
3.0,2011-12,0.0,2,4,32,36.0,160.58953888718904,0.0,241.0,35.492151,-97.51901099999999,18872.0
3.0,2011-12,1.0,0,0,34,20.0,9.848857801796104,0.0,215.0,35.492151,-97.51901099999999,18873.0
4.0,2011-12,1.0,0,0,34,22.0,20.02498439450079,0.0,459.0,35.492151,-97.51901099999999,18874.0
4.0,2011-12,0.0,2,4,32,39.0,196.3517252279694,0.0,315.0,35.492151,-97.51901099999999,18875.0
4.0,2011-12,0.0,0,0,33,19.868854504544267,13.038404810405295,0.0,281.0,35.492151,-97.51901099999999,18876.0
4.0,2011-12,,0,0,34,21.0,19.104973174542803,0.0,224.0,35.492151,-97.51901099999999,18877.0
4.0,2011-12,0.0,4,4,51,45.0,259.43399931389104,0.0,152.0,35.492151,-97.51901099999999,18878.0
4.0,2011-12,0.0,2,4,23,31.0,112.0580206857144,0.0,60.0,35.492151,-97.51901099999999,18879.0
4.0,2011-12,0.0,0,1,23,23.126050372830147,68.96375859826666,0.0,105.0,35.492151,-97.51901099999999,18880.0
1.0,2011-12,1.0,5,1,32,29.541739204302345,118.43141475132349,0.0,617.0,42.982923,-71.44609399999999,18881.0
1.0,2011-12,1.0,4,4,56,41.0,211.17765033260503,0.0,589.0,42.982923,-71.44609399999999,18882.0
1.0,2011-12,0.0,0,4,23,39.0,192.9248558377069,0.0,543.0,42.982923,-71.44609399999999,18883.0
1.0,2011-12,0.0,0,4,1,40.0,206.34921855921814,0.0,479.0,42.982923,-71.44609399999999,18884.0
1.0,2011-12,1.0,0,0,2,21.0,15.0,0.0,404.0,42.982923,-71.44609399999999,18885.0
1.0,2011-12,0.0,5,4,38,33.0,130.4837154590564,0.0,317.0,42.982923,-71.44609399999999,18886.0
1.0,2011-12,,0,0,33,23.0,30.413812651491103,0.0,217.0,42.982923,-71.44609399999999,18887.0
1.0,2011-12,,0,0,26,23.0,30.479501308256346,0.0,203.0,42.982923,-71.44609399999999,18888.0
1.0,2011-12,0.0,1,5,23,46.0,264.7564918939666,0.0,182.0,42.982923,-71.44609399999999,18889.0
1.0,2011-12,0.0,1,5,23,46.0,261.23743988946154,0.0,53.0,42.982923,-71.44609399999999,18890.0
2.0,2011-12,0.0,1,5,23,45.0,258.8223328849348,0.0,304.0,42.982923,-71.44609399999999,18891.0
3.0,2009-10,0.0,4,4,5,39.0,190.9057359012557,0.0,704.0,42.982923,-71.44609399999999,18892.0
3.0,2011-12,1.0,2,1,48,28.0,89.00561780022652,0.0,650.0,42.982923,-71.44609399999999,18893.0
3.0,2011-12,0.0,1,5,38,46.0,264.76404589747455,0.0,598.0,42.982923,-71.44609399999999,18894.0
3.0,2011-12,1.0,0,1,23,26.0,66.76076692189807,0.0,283.0,42.982923,-71.44609399999999,18895.0
3.0,2011-12,0.0,4,4,36,42.0,222.73302404448242,0.0,215.0,42.982923,-71.44609399999999,18896.0
3.0,2011-12,1.0,0,1,38,29.0,97.25224933131365,0.0,115.0,42.982923,-71.44609399999999,18897.0
3.0,2011-12,,1,4,23,36.0,168.51409436602032,0.0,54.0,42.982923,-71.44609399999999,18898.0
3.0,2011-12,0.0,0,1,20,27.0,71.11258679024411,0.0,35.0,42.982923,-71.44609399999999,18899.0
4.0,2011-12,,2,4,23,34.0,149.4824404403407,0.0,367.0,42.982923,-71.44609399999999,18900.0
4.0,2011-12,1.0,0,0,33,22.0,23.323807579381203,0.0,318.0,42.982923,-71.44609399999999,18901.0
4.0,2011-12,0.0,0,4,21,30.0,103.81714694596457,0.0,236.0,42.982923,-71.44609399999999,18902.0
4.0,2011-12,1.0,0,1,23,32.0,121.1486689980538,0.0,185.0,42.982923,-71.44609399999999,18903.0
1.0,2011-12,1.0,0,0,44,21.0,10.816653826391967,0.0,697.0,42.982923,-71.44609399999999,18904.0
1.0,2011-12,0.0,5,4,23,31.0,113.15917991926241,0.0,665.0,42.982923,-71.44609399999999,18905.0
1.0,2011-12,0.0,2,4,32,33.0,131.00381673829202,0.0,577.0,42.982923,-71.44609399999999,18906.0
1.0,2011-12,1.0,2,4,23,31.0,110.94142598686928,0.0,493.0,42.982923,-71.44609399999999,18907.0
1.0,2011-12,1.0,0,0,33,22.0,25.0,0.0,405.0,42.982923,-71.44609399999999,
1.0,2011-12,1.0,0,0,34,21.0,12.460103370965935,0.0,323.0,42.982923,-71.44609399999999,18909.0
1.0,2011-12,1.0,0,0,34,22.0,22.803508501982762,0.0,237.0,42.982923,-71.44609399999999,18910.0
1.0,2011-12,0.0,0,1,23,30.0,103.64282986640926,0.0,86.0,42.982923,-71.44609399999999,18911.0
2.0,2011-12,1.0,0,1,20,26.0,63.639610306789294,0.0,177.0,42.982923,-71.44609399999999,18912.0
3.0,2011-12,1.0,0,0,34,21.0,16.15549442140351,0.0,629.0,42.982923,-71.44609399999999,18913.0
3.0,2011-12,,2,4,38,36.0,165.3027525481654,0.0,555.0,42.982923,-71.44609399999999,18914.0
3.0,2011-12,0.0,0,0,34,21.0,15.297058540778355,0.0,456.0,42.982923,-71.44609399999999,18915.0
3.0,2009-10,0.0,2,4,32,34.0,146.7548977036201,0.0,364.0,42.982923,-71.44609399999999,
3.0,2011-12,1.0,0,0,34,22.0,29.206163733020468,0.0,246.0,42.982923,-71.44609399999999,18917.0
3.0,2011-12,1.0,5,4,7,33.0,138.13037319865606,0.0,128.0,42.982923,-71.44609399999999,18918.0
3.0,2011-12,0.0,0,0,34,21.0,18.110770276274835,0.0,50.0,42.982923,-71.44609399999999,18919.0
3.0,2011-12,0.0,0,0,45,21.0,15.556349186104045,0.0,50.0,42.982923,-71.44609399999999,18920.0
3.0,2011-12,,0,0,33,20.0,5.656854249492381,0.0,50.0,42.982923,-71.44609399999999,18921.0
4.0,2011-12,,5,4,0,30.0,103.64282986640926,0.0,374.0,42.982923,-71.44609399999999,18922.0
4.0,2011-12,0.0,0,0,51,21.0,17.204650534085253,0.0,309.0,42.982923,-71.44609399999999,18923.0
4.0,2011-12,0.0,5,1,23,30.0,108.2081327812286,0.0,228.0,42.982923,-71.44609399999999,
4.0,2009-10,1.0,5,4,23,43.0,235.3512125820496,0.0,163.0,42.982923,-71.44609399999999,
4.0,2011-12,,0,4,23,37.0,174.94284781036347,0.0,120.0,42.982923,-71.44609399999999,18926.0
4.0,2011-12,0.0,1,5,23,44.0,248.19548746905133,0.0,82.0,42.982923,-71.44609399999999,18927.0
1.0,2011-12,1.0,0,0,34,22.0,26.925824035672523,0.0,653.0,42.982923,-71.44609399999999,18928.0
1.0,2011-12,1.0,0,1,32,33.0,136.56500283747664,0.0,612.0,42.982923,-71.44609399999999,18929.0
1.0,2011-12,1.0,0,1,38,31.0,118.84864324004712,0.0,448.0,42.982923,-71.44609399999999,18930.0
1.0,2011-12,1.0,0,1,23,32.0,128.86038956948718,0.0,422.0,42.982923,-71.44609399999999,18931.0
1.0,2011-12,1.0,5,1,47,28.0,82.4196578493262,0.0,366.0,42.982923,-71.44609399999999,18932.0
1.0,2011-12,0.0,2,4,12,39.0,191.6063673263496,0.0,243.0,42.982923,-71.44609399999999,18933.0
1.0,2011-12,0.0,1,4,23,39.0,191.0235587565052,0.0,217.0,42.982923,-71.44609399999999,18934.0
1.0,2011-12,1.0,5,4,27,30.0,103.64282986640926,0.0,194.0,42.982923,-71.44609399999999,18935.0
1.0,2011-12,1.0,0,4,23,41.0,211.009478460092,0.0,127.0,42.982923,-71.44609399999999,18936.0
1.0,2011-12,,5,4,16,41.0,216.26141588364757,0.0,85.0,42.982923,-71.44609399999999,18937.0
2.0,2011-12,0.0,4,4,12,38.0,184.55622449540954,0.0,74.0,42.982923,-71.44609399999999,18938.0
3.0,2011-12,0.0,2,4,23,30.0,109.45775440780794,0.0,600.0,42.982923,-71.44609399999999,18939.0
3.0,2011-12,1.0,5,4,23,31.0,118.51160280748886,0.0,564.0,42.982923,-71.44609399999999,18940.0
3.0,2011-12,0.0,4,4,10,37.0,178.75122377203462,0.0,390.0,42.982923,-71.44609399999999,18941.0
3.0,2011-12,0.0,0,5,39,46.0,269.5366394388711,0.0,136.0,42.982923,-71.44609399999999,
3.0,2011-12,1.0,4,4,38,40.0,204.70710783946905,0.0,100.0,42.982923,-71.44609399999999,18943.0
4.0,2011-12,0.0,5,4,22,35.0,150.89400253157845,0.0,440.0,42.982923,-71.44609399999999,18944.0
4.0,2011-12,,0,1,6,33.0,132.5028301584536,0.0,390.0,42.982923,-71.44609399999999,18945.0
4.0,2011-12,1.0,1,4,23,40.0,204.89997559785115,0.0,306.0,42.982923,-71.44609399999999,18946.0
4.0,2011-12,,0,1,23,27.0,79.07591289387686,0.0,207.0,42.982923,-71.44609399999999,18947.0
4.0,2011-12,1.0,1,4,45,39.0,195.18196638009363,0.0,158.0,42.982923,-71.44609399999999,18948.0
4.0,2011-12,,1,5,23,46.0,268.21260223934297,0.0,60.0,42.982923,-71.44609399999999,18949.0
4.0,2011-12,1.0,0,4,23,36.0,160.01562423713506,0.0,65.0,42.982923,-71.44609399999999,18950.0
1.0,2011-12,0.0,2,4,32,37.0,170.13524032369077,0.0,634.0,42.982923,-71.44609399999999,18951.0
1.0,2011-12,0.0,0,1,12,26.0,64.93843238021688,0.0,477.0,42.379455,-83.115635,18952.0
1.0,2011-12,,2,4,23,36.0,161.25135658344087,0.0,360.0,42.379455,-83.115635,18953.0
1.0,2011-12,,1,5,51,45.0,254.37177516383375,0.0,325.0,42.379455,-83.115635,18954.0
1.0,2011-12,0.0,1,5,46,47.0,271.8124353299532,0.0,299.0,42.379455,-83.115635,18955.0
1.0,2011-12,0.0,5,4,32,33.0,133.40539719216758,0.0,138.0,42.379455,-83.115635,
2.0,2011-12,,5,4,32,28.0,85.70297544426332,0.0,327.0,42.379455,-83.115635,18957.0
2.0,2011-12,0.0,0,0,33,20.0,6.0,0.0,311.0,42.379455,-83.115635,18958.0
2.0,2011-12,0.0,1,5,31,46.0,266.69270706189167,0.0,216.0,42.379455,-83.115635,18959.0
2.0,2011-12,,0,4,48,35.0,159.31415505221122,0.0,175.0,42.379455,-83.115635,18960.0
3.0,2011-12,1.0,0,1,39,24.0,41.78516483155236,0.0,480.0,42.379455,-83.115635,18961.0
3.0,2011-12,0.0,4,4,23,40.0,208.3122656014283,0.0,402.0,42.379455,-83.115635,18962.0
3.0,2011-12,0.0,5,4,53,32.0,120.20815280171308,0.0,393.0,42.379455,-83.115635,18963.0
3.0,2011-12,1.0,0,0,44,20.0,5.0,0.0,384.0,42.379455,-83.115635,18964.0
3.0,2011-12,,5,4,23,35.0,156.66843970627906,0.0,302.0,42.379455,-83.115635,18965.0
3.0,2011-12,0.0,2,4,23,24.21178232892544,132.85330255586422,0.0,218.0,42.379455,-83.115635,18966.0
3.0,2011-12,1.0,0,0,1,20.0,7.211102550927977,0.0,193.0,42.379455,-83.115635,18967.0
3.0,2011-12,1.0,0,1,23,24.0,41.19465984809196,0.0,116.0,42.379455,-83.115635,18968.0
3.0,2011-12,0.0,1,5,41,46.0,267.8002987302292,0.0,77.0,42.379455,-83.115635,18969.0
4.0,2011-12,0.0,4,4,23,40.0,205.7984450864486,0.0,431.0,42.379455,-83.115635,18970.0
4.0,2011-12,1.0,1,5,41,46.0,266.9026039588224,0.0,219.0,42.379455,-83.115635,18971.0
4.0,2011-12,0.0,4,5,30,46.0,266.98689106396216,0.0,120.0,42.379455,-83.115635,18972.0
4.0,2011-12,,4,4,23,39.0,192.42660938653992,0.0,0.0,42.379455,-83.115635,18973.0
5.0,2011-12,0.0,0,5,23,46.0,260.768096208106,0.0,251.0,42.379455,-83.115635,18974.0
5.0,2011-12,0.0,0,5,26,45.0,259.8557292037257,0.0,32.0,42.379455,-83.115635,18975.0
5.0,2011-12,0.0,1,5,55,48.0,280.3212442894758,0.0,2.0,42.379455,-83.115635,18976.0
1.0,2011-12,0.0,0,0,33,20.0,7.615773105863909,0.0,567.0,38.919619,-77.015211,18977.0
1.0,2011-12,1.0,5,6,23,43.0,230.42569301186882,0.0,531.0,38.919619,-77.015211,18978.0
1.0,2011-12,0.0,5,6,23,43.0,233.0,0.0,269.0,38.919619,-77.015211,18979.0
1.0,2011-12,0.0,0,0,34,22.0,27.65863337187866,0.0,193.0,38.919619,-77.015211,18980.0
1.0,2011-12,1.0,5,4,32,38.0,187.77113729218345,0.0,164.0,38.919619,-77.015211,18981.0
1.0,2011-12,1.0,5,4,32,37.0,171.68575945604806,0.0,100.0,38.919619,-77.015211,18982.0
1.0,2011-12,,0,0,33,21.0,17.4928556845359,0.0,48.0,38.919619,-77.015211,18983.0
2.0,2011-12,1.0,5,6,14,43.0,235.3512125820496,0.0,321.0,38.919619,-77.015211,18984.0
2.0,2009-10,0.0,5,4,11,37.0,177.02259742756007,0.0,241.0,38.919619,-77.015211,18985.0
2.0,2011-12,0.0,0,4,23,40.0,206.71236053995412,0.0,199.0,38.919619,-77.015211,18986.0
2.0,2011-12,0.0,0,1,30,27.0,72.53275122315436,0.0,168.0,38.919619,-77.015211,18987.0
2.0,2011-12,1.0,0,0,34,21.0,10.198039027185569,0.0,43.0,38.919619,-77.015211,18988.0
2.0,2011-12,0.0,4,5,46,44.0,245.48262663709892,0.0,6.0,38.919619,-77.015211,18989.0
3.0,2011-12,,2,4,23,31.0,114.0,0.0,666.0,38.919619,-77.015211,18990.0
3.0,2011-12,,0,1,13,25.0,54.083269131959845,0.0,635.0,38.919619,-77.015211,18991.0
3.0,2011-12,1.0,0,4,43,41.0,213.88314566603884,0.0,360.0,38.919619,-77.015211,18992.0
3.0,2011-12,,1,5,23,43.0,237.76038357977126,0.0,310.0,38.919619,-77.015211,18993.0
4.0,2011-12,0.0,1,4,23,37.0,170.83617883809038,0.0,287.0,38.919619,-77.015211,18994.0
3.0,2011-12,,5,4,30,32.0,127.94139283281231,0.0,210.0,38.919619,-77.015211,18995.0
3.0,2011-12,,5,4,23,21.448100986137426,165.873445734994,0.0,202.0,38.919619,-77.015211,18996.0
3.0,2011-12,1.0,5,4,23,37.0,171.0204666114556,0.0,131.0,38.919619,-77.015211,18997.0
4.0,2011-12,,2,4,23,39.0,194.82555636185256,0.0,694.0,38.919619,-77.015211,18998.0
4.0,2011-12,0.0,4,4,23,39.0,194.82555636185256,0.0,660.0,38.919619,-77.015211,18999.0
4.0,2011-12,0.0,5,6,30,43.0,233.42022191746798,0.0,605.0,38.919619,-77.015211,19000.0
4.0,2011-12,0.0,4,4,30,36.0,161.75598906995683,0.0,569.0,38.919619,-77.015211,19001.0
4.0,2011-12,0.0,2,4,40,28.0,83.54639429682169,0.0,414.0,38.919619,-77.015211,19002.0
4.0,2011-12,,2,4,23,31.0,113.77424392145849,0.0,300.0,38.919619,-77.015211,19003.0
4.0,2011-12,1.0,1,5,26,45.0,256.56383221335,0.0,273.0,38.919619,-77.015211,19004.0
4.0,2011-12,0.0,2,4,24,30.0,106.0,0.0,236.0,38.919619,-77.015211,19005.0
4.0,2011-12,0.0,4,5,22,46.0,261.5893728728291,0.0,70.0,38.919619,-77.015211,19006.0
4.0,2011-12,0.0,4,5,23,44.0,245.48262663709892,0.0,5.0,38.919619,-77.015211,19007.0
1.0,2011-12,0.0,4,4,30,38.0,186.40010729610646,0.0,662.0,46.667324,-94.41925,19008.0
1.0,2011-12,0.0,0,4,23,25.0,57.8013840664737,0.0,544.0,46.667324,-94.41925,19009.0
1.0,2011-12,,0,0,33,20.0,5.0990195135927845,0.0,443.0,46.667324,-94.41925,19010.0
1.0,2011-12,0.0,2,4,38,33.0,137.7679207943562,0.0,360.0,46.667324,-94.41925,19011.0
1.0,2011-12,1.0,1,4,0,39.0,195.16659550240658,0.0,257.0,46.667324,-94.41925,
1.0,2011-12,0.0,5,4,30,37.0,170.32028651925168,0.0,186.0,46.667324,-94.41925,19013.0
1.0,2011-12,,0,4,23,36.0,168.5734261382855,0.0,156.0,46.667324,-94.41925,19014.0
1.0,2011-12,,0,4,28,35.95742803577455,170.06175348972505,0.0,32.0,46.667324,-94.41925,19015.0
1.0,2011-12,0.0,0,6,42,42.0,229.05894437895242,0.0,0.0,46.667324,-94.41925,19016.0
2.0,2011-12,0.0,0,1,41,26.0,61.684682053164536,0.0,391.0,46.667324,-94.41925,19017.0
2.0,2011-12,0.0,0,1,19,24.0,46.06517122512408,0.0,319.0,46.667324,-94.41925,19018.0
2.0,2011-12,,0,1,39,26.0,63.890531379853144,0.0,162.0,46.667324,-94.41925,19019.0
2.0,2011-12,0.0,4,5,23,44.0,248.19548746905133,0.0,39.0,46.667324,-94.41925,19020.0
2.0,2011-12,0.0,4,4,5,40.0,203.18464508914056,0.0,0.0,46.667324,-94.41925,19021.0
3.0,2011-12,1.0,4,5,30,46.0,260.3420826528051,0.0,658.0,46.667324,-94.41925,
3.0,2011-12,1.0,0,0,1,20.0,3.0,0.0,568.0,46.667324,-94.41925,19023.0
3.0,2011-12,0.0,2,4,49,35.0,151.99013125857877,0.0,535.0,46.667324,-94.41925,19024.0
3.0,2011-12,1.0,0,4,23,25.0,59.53990258641679,0.0,303.0,46.667324,-94.41925,19025.0
3.0,2011-12,0.0,4,5,7,45.0,257.37909783041823,0.0,205.0,46.667324,-94.41925,
3.0,2011-12,1.0,4,5,16,44.0,246.4792080480624,0.0,110.0,46.667324,-94.41925,19027.0
3.0,2009-10,,0,1,24,31.0,112.0714058089752,0.0,68.0,46.667324,-94.41925,19028.0
3.0,2011-12,1.0,0,0,1,20.0,2.3286893159166806,0.0,48.0,46.667324,-94.41925,19029.0
3.0,2011-12,0.0,4,5,23,59.0,398.5097238462319,0.0,1.0,46.667324,-94.41925,19030.0
4.0,2011-12,0.0,2,4,39,39.0,199.06280415989318,0.0,422.0,46.667324,-94.41925,19031.0
4.0,2011-12,1.0,1,4,23,34.180775743982245,207.18349355100662,0.0,278.0,46.667324,-94.41925,19032.0
4.0,2011-12,1.0,0,0,26,20.0,9.899494936611664,0.0,185.0,46.667324,-94.41925,19033.0
1.0,2011-12,0.0,0,0,34,22.0,21.40093455903269,0.0,623.0,42.982923,-71.44609399999999,19034.0
1.0,2011-12,0.0,4,4,23,44.0,249.4674327442361,0.0,204.0,42.982923,-71.44609399999999,19035.0
1.0,2011-12,,0,0,34,22.0,20.223748416156685,0.0,200.0,42.982923,-71.44609399999999,19036.0
1.0,2011-12,0.0,5,4,7,30.0,103.64282986640926,0.0,162.0,42.982923,-71.44609399999999,19037.0
1.0,2011-12,,0,0,33,21.0,12.460103370965935,0.0,148.0,42.982923,-71.44609399999999,19038.0
1.0,2011-12,0.0,0,1,47,24.0,42.85434553611371,0.0,70.0,42.982923,-71.44609399999999,19039.0
1.0,2011-12,,0,0,33,22.0,23.08679276123039,0.0,22.0,42.982923,-71.44609399999999,19040.0
2.0,2011-12,0.0,0,1,8,25.0,50.28916384272063,0.0,249.0,42.982923,-71.44609399999999,19041.0
2.0,2011-12,1.0,0,1,39,27.0,72.91776189653656,0.0,194.0,42.982923,-71.44609399999999,19042.0
2.0,2011-12,0.0,0,1,23,25.0,52.611785751863614,0.0,63.0,42.982923,-71.44609399999999,19043.0
2.0,2011-12,1.0,5,4,23,31.0,113.77424392145849,0.0,3.0,42.982923,-71.44609399999999,19044.0
3.0,2011-12,0.0,1,4,23,41.0,215.08838447195114,0.0,623.0,42.982923,-71.44609399999999,19045.0
3.0,2011-12,,1,5,23,45.0,254.568261965234,0.0,570.0,42.982923,-71.44609399999999,19046.0
3.0,2011-12,1.0,4,5,23,44.0,248.7267577081324,0.0,85.0,42.982923,-71.44609399999999,19047.0
4.0,2011-12,0.0,0,0,33,22.0,28.63564212655271,0.0,397.0,42.982923,-71.44609399999999,19048.0
4.0,2011-12,1.0,0,5,23,45.0,251.52534663528442,0.0,373.0,42.982923,-71.44609399999999,
4.0,2011-12,1.0,5,6,23,43.0,233.8567937862828,0.0,340.0,42.982923,-71.44609399999999,19050.0
4.0,2011-12,,0,5,23,45.43290692533349,261.29676614914314,0.0,222.0,42.982923,-71.44609399999999,19051.0
4.0,2011-12,1.0,2,1,23,29.0,93.00537618869137,0.0,136.0,42.982923,-71.44609399999999,
4.0,2011-12,1.0,2,4,23,34.0,142.68847185389575,0.0,41.0,42.982923,-71.44609399999999,19053.0
1.0,2011-12,,0,0,1,20.0,9.219544457292887,0.0,523.0,35.103812,-89.964007,19054.0
1.0,2011-12,1.0,0,1,23,32.0,124.40257232067192,0.0,197.0,35.103812,-89.964007,19055.0
1.0,2011-12,,4,4,49,37.0,176.40011337864837,0.0,138.0,35.103812,-89.964007,19056.0
1.0,2011-12,1.0,0,1,6,25.0,51.89412298131649,0.0,28.0,35.103812,-89.964007,19057.0
2.0,2009-10,1.0,0,0,1,20.0,1.0,0.0,9.0,35.103812,-89.964007,19058.0
3.0,2011-12,0.0,1,4,23,38.0,186.0376306019833,0.0,662.0,35.103812,-89.964007,19059.0
3.0,2011-12,1.0,0,4,23,35.0,158.59697348940804,0.0,603.0,35.103812,-89.964007,19060.0
3.0,2011-12,0.0,4,5,23,46.0,265.06791582535976,0.0,336.0,35.103812,-89.964007,19061.0
3.0,2011-12,1.0,5,4,23,32.0,120.93386622447822,0.0,254.0,35.103812,-89.964007,19062.0
3.0,2011-12,0.0,0,4,23,35.0,156.3873396410336,0.0,151.0,35.103812,-89.964007,19063.0
3.0,2011-12,0.0,2,4,23,33.0,136.4734406395618,0.0,97.0,35.103812,-89.964007,19064.0
4.0,2011-12,1.0,4,4,30,39.80684133465787,218.56349191939628,0.0,645.0,35.103812,-89.964007,19065.0
4.0,2011-12,1.0,4,4,25,38.0,181.289823211343,0.0,616.0,35.103812,-89.964007,19066.0
4.0,2011-12,0.0,1,4,32,41.0,215.08838447195114,0.0,9.0,35.103812,-89.964007,19067.0
4.0,2011-12,0.0,1,4,23,46.0,267.6602323842674,0.0,514.0,35.103812,-89.964007,19068.0
4.0,2011-12,0.0,5,1,9,29.0,94.30270409696638,0.0,415.0,35.103812,-89.964007,19069.0
4.0,2011-12,,4,5,23,45.0,255.7264163124334,0.0,272.0,35.103812,-89.964007,19070.0
4.0,2011-12,1.0,0,0,34,22.0,21.213203435596427,0.0,171.0,35.103812,-89.964007,19071.0
4.0,2011-12,1.0,1,5,23,46.0,264.6828290615015,0.0,93.0,35.103812,-89.964007,19072.0
