,power_of_shot,game_season,is_goal,area_of_shot,shot_basics,combined_shot,distance_of_shot,location,knockout_match,remaining_total,latitude,longitude,shot_id_number
16567,3.0,14.0,0.0,2.0,4.0,23.0,38.0,188.13027401245128,0.0,235.0,42.982923,-71.44609399999999,16568.0
16568,3.0,14.0,0.0,0.0,1.0,30.0,25.0,58.05170109479997,0.0,193.0,42.982923,-71.44609399999999,16569.0
16569,4.0,14.0,0.0,0.0,1.0,23.0,25.988434620717744,64.32728814430156,0.0,437.0,42.982923,-71.44609399999999,16570.0
16570,4.0,14.0,0.0,0.0,0.0,34.0,22.0,23.430749027719962,0.0,409.0,42.982923,-71.44609399999999,16571.0
16571,4.0,14.0,0.0,2.0,4.0,5.0,30.0,100.72239075796404,0.0,176.0,42.982923,-71.44609399999999,16572.0
16572,4.0,14.0,0.0,0.0,0.0,33.0,21.0,12.460103370965935,0.0,113.0,42.982923,-71.44609399999999,16573.0
16573,4.0,14.0,0.0,0.0,1.0,23.0,24.0,41.14608122288197,0.0,68.0,42.982923,-71.44609399999999,16574.0
16574,4.0,14.0,1.0,0.0,1.0,15.0,27.0,76.53757247260981,0.0,41.0,42.982923,-71.44609399999999,16575.0
16576,1.0,14.0,0.0,1.0,4.0,23.0,40.0,201.1591409804685,0.0,586.0,39.739968,-104.95401299999999,16577.0
16577,1.0,14.0,0.0,0.0,0.0,20.0,23.0,32.72293148106445,0.0,453.0,39.739968,-104.95401299999999,16578.0
16580,1.0,14.0,0.0,2.0,4.0,6.0,38.0,183.52111595127136,0.0,260.0,39.739968,-104.95401299999999,16581.0
16581,1.0,14.0,1.0,0.0,1.0,23.0,34.0,142.44297104455524,0.0,185.0,39.739968,-104.95401299999999,16582.0
16582,2.0,14.0,0.0,5.0,4.0,32.0,32.0,121.19818480488888,0.0,366.0,39.739968,-104.95401299999999,16583.0
16583,2.0,14.0,0.0,4.0,5.0,37.0,45.0,253.39692184397185,0.0,264.0,39.739968,-104.95401299999999,16584.0
16584,2.0,14.0,1.0,4.0,4.0,15.0,38.0,189.274932307477,0.0,260.0,39.739968,-104.95401299999999,16585.0
16585,2.0,14.0,1.0,0.0,0.0,33.0,21.0,13.152946437965904,0.0,238.0,39.739968,-104.95401299999999,16586.0
16586,2.0,14.0,0.0,2.0,4.0,23.0,39.0,199.1105220725414,0.0,166.0,39.739968,-104.95401299999999,16587.0
16587,2.0,14.0,0.0,1.0,4.0,23.0,37.0,179.61069010501575,0.0,72.0,39.739968,-104.95401299999999,16588.0
16588,2.0,14.0,1.0,0.0,0.0,26.0,22.0,28.23118842698621,0.0,37.0,39.739968,-104.95401299999999,16589.0
16589,2.0,14.0,0.0,3.0,3.0,23.0,71.0,511.04794295643137,0.0,0.0,39.739968,-104.95401299999999,16590.0
16590,3.0,14.0,1.0,4.0,4.0,23.0,42.0,222.7666940994546,0.0,705.0,39.739968,-104.95401299999999,16591.0
16591,3.0,14.0,1.0,5.0,4.0,7.0,33.0,134.34656675925888,0.0,670.0,39.739968,-104.95401299999999,16592.0
16592,3.0,14.0,0.0,4.0,4.0,15.0,42.0,226.9911892563233,0.0,644.0,39.739968,-104.95401299999999,16593.0
16593,3.0,14.0,0.0,0.0,5.0,23.0,44.0,246.3574638609514,0.0,479.0,39.739968,-104.95401299999999,16594.0
16595,3.0,14.0,1.0,1.0,5.0,23.0,45.0,255.80070367377803,0.0,309.0,39.739968,-104.95401299999999,16596.0
16596,3.0,14.0,1.0,1.0,5.0,23.0,45.0,252.53910588263355,0.0,272.0,39.739968,-104.95401299999999,16597.0
16598,3.0,14.0,0.0,2.0,4.0,23.0,35.0,156.58863304850706,0.0,33.0,39.739968,-104.95401299999999,16599.0
16600,4.0,14.0,0.0,1.0,5.0,30.0,46.0,263.5033206621883,0.0,371.0,39.739968,-104.95401299999999,16601.0
16601,4.0,14.0,0.0,2.0,4.0,0.0,37.0,173.01156030739682,0.0,326.0,42.982923,-71.44609399999999,16602.0
16602,4.0,14.0,0.0,4.0,5.0,23.0,45.0,259.6690201005888,0.0,232.0,39.739968,-104.95401299999999,16603.0
16605,4.0,14.0,0.0,0.0,5.0,23.0,45.0,256.87740266516244,0.0,62.0,39.739968,-104.95401299999999,16606.0
16607,1.0,14.0,0.0,2.0,4.0,23.0,38.0,187.0,0.0,679.0,42.982923,-71.44609399999999,16608.0
16608,1.0,14.0,1.0,0.0,1.0,23.0,25.0,56.85947590331801,0.0,459.0,42.982923,-71.44609399999999,16609.0
16610,1.0,14.0,1.0,0.0,1.0,38.0,31.219688590995077,119.57006314291216,0.0,135.0,42.982923,-71.44609399999999,16611.0
16612,2.0,14.0,1.0,4.0,5.0,23.0,45.0,256.587217140683,0.0,275.0,42.982923,-71.44609399999999,16613.0
16613,2.0,14.0,0.0,4.0,5.0,23.0,46.0,269.1189328159578,0.0,254.0,42.982923,-71.44609399999999,16614.0
16614,2.0,14.0,0.0,0.0,1.0,23.0,26.0,65.06919393998976,0.0,237.0,42.982923,-71.44609399999999,16615.0
16615,2.0,14.0,0.0,5.0,4.0,4.0,42.0,223.78784596130333,0.0,154.0,42.982923,-71.44609399999999,16616.0
16617,3.0,14.0,1.0,0.0,4.0,23.0,36.0,164.43131419670482,0.0,606.0,42.982923,-71.44609399999999,16618.0
16618,3.0,14.0,0.0,2.0,4.0,29.0,36.0,161.91973320136125,0.0,320.0,42.982923,-71.44609399999999,16619.0
16619,3.0,14.0,1.0,0.0,1.0,39.0,24.0,48.04164859785725,0.0,225.0,42.982923,-71.44609399999999,16620.0
16620,4.0,14.0,0.0,0.0,1.0,38.0,28.0,88.95504482602435,0.0,421.0,42.982923,-71.44609399999999,16621.0
16621,4.0,14.0,0.0,0.0,1.0,23.0,30.82487697059679,128.01562404644207,0.0,168.0,42.982923,-71.44609399999999,16622.0
16622,4.0,14.0,0.0,0.0,5.0,23.0,51.0,318.4964677983101,0.0,30.0,42.982923,-71.44609399999999,16623.0
16623,4.0,14.0,0.0,4.0,5.0,23.0,46.0,263.4274093559742,0.0,26.0,42.982923,-71.44609399999999,16624.0
16625,4.0,14.0,1.0,0.0,0.0,34.0,22.0,29.154759474226502,0.0,11.0,42.982923,-71.44609399999999,16626.0
16626,4.0,14.0,1.0,0.0,1.0,23.0,27.0,72.11102550927978,0.0,4.0,42.982923,-71.44609399999999,16627.0
16627,1.0,14.0,1.0,0.0,0.0,33.0,21.0,12.460103370965935,0.0,686.0,43.062206,-87.944754,16628.0
16628,1.0,14.0,0.0,4.0,5.0,23.0,46.0,267.8544380815819,0.0,577.0,43.062206,-87.944754,16629.0
16629,1.0,14.0,1.0,0.0,0.0,34.0,21.0,18.973665961010283,0.0,567.0,43.062206,-87.944754,16630.0
16630,1.0,14.0,1.0,2.0,4.0,23.0,39.0,194.82555636185256,0.0,528.0,43.062206,-87.944754,16631.0
16632,1.0,14.0,0.0,4.0,4.0,23.0,38.0,180.8009955724802,0.0,211.0,43.062206,-87.944754,16633.0
16634,2.0,14.0,0.0,0.0,1.0,12.0,27.0,76.21679604916491,0.0,329.0,43.062206,-87.944754,16635.0
16635,2.0,14.0,1.0,5.0,4.0,23.0,20.461071935141693,154.1590088188167,0.0,203.0,43.062206,-87.944754,16636.0
16636,2.0,14.0,1.0,0.0,1.0,10.0,26.0,64.07027391856539,0.0,101.0,43.062206,-87.944754,16637.0
16637,2.0,14.0,0.0,5.0,4.0,23.0,30.0,108.16653826391969,0.0,23.0,43.062206,-87.944754,16638.0
16638,2.0,14.0,0.0,0.0,5.0,23.0,54.0,343.0058308542292,0.0,0.0,43.062206,-87.944754,16639.0
16639,3.0,14.0,0.0,4.0,4.0,47.0,37.0,172.53985046939155,0.0,680.0,43.062206,-87.944754,16640.0
16640,3.0,14.0,0.0,2.0,4.0,23.0,33.0,134.82581355215328,0.0,586.0,43.062206,-87.944754,16641.0
16641,3.0,14.0,1.0,5.0,1.0,30.0,35.0,155.91343752223543,0.0,423.0,43.062206,-87.944754,16642.0
16642,3.0,14.0,0.0,1.0,5.0,53.0,47.0,278.60366113890177,0.0,326.0,43.062206,-87.944754,16643.0
16643,3.0,14.0,1.0,0.0,0.0,33.0,20.0,2.3286893159166806,0.0,224.0,43.062206,-87.944754,16644.0
16644,3.0,14.0,0.0,4.0,5.0,23.0,45.0,257.84685377176896,0.0,163.0,43.062206,-87.944754,16645.0
16645,3.0,14.0,1.0,5.0,4.0,23.0,31.0,117.881296226331,0.0,120.0,43.062206,-87.944754,16646.0
16646,4.0,14.0,0.0,0.0,4.0,23.0,40.0,205.19746587129188,0.0,266.0,43.062206,-87.944754,16647.0
16647,4.0,14.0,0.0,5.0,4.0,32.0,33.0,134.23859355639868,0.0,104.0,43.062206,-87.944754,16648.0
16648,4.0,14.0,1.0,5.0,1.0,12.0,28.0,83.38000175631075,0.0,53.0,43.062206,-87.944754,16649.0
16650,1.0,14.0,1.0,0.0,0.0,34.0,20.0,1.0,0.0,608.0,42.379455,-83.115635,16651.0
16652,1.0,14.0,1.0,1.0,5.0,42.0,47.0,270.27578507887085,0.0,530.0,42.379455,-83.115635,16653.0
16657,2.0,14.0,1.0,0.0,0.0,33.0,20.0,2.3286893159166806,0.0,374.0,42.379455,-83.115635,16658.0
16658,2.0,14.0,1.0,0.0,1.0,0.0,26.0,60.440052945046304,0.0,314.0,42.379455,-83.115635,16659.0
16662,2.0,14.0,0.0,0.0,5.0,23.0,46.0,267.3443472377899,0.0,1.0,42.379455,-83.115635,16663.0
16663,3.0,14.0,1.0,0.0,5.0,23.0,46.0,269.2248131209306,0.0,676.0,42.379455,-83.115635,16664.0
16664,3.0,14.0,0.0,4.0,5.0,23.0,45.0,254.46610776290032,0.0,640.0,42.379455,-83.115635,16665.0
16665,3.0,14.0,1.0,2.0,1.0,23.0,29.0,93.51141581136,0.0,485.0,42.379455,-83.115635,16666.0
16667,3.0,14.0,1.0,5.0,4.0,23.0,39.0,194.164878389476,0.0,274.0,42.379455,-83.115635,16668.0
16669,3.0,14.0,0.0,4.0,5.0,45.0,46.0,260.768096208106,0.0,55.0,42.379455,-83.115635,16670.0
16670,1.0,14.0,0.0,4.0,4.0,39.0,40.0,209.95475703112805,0.0,655.0,46.667324,-94.41925,16671.0
16671,1.0,14.0,1.0,5.0,4.0,23.0,35.0,151.34397906755325,0.0,530.0,46.667324,-94.41925,16672.0
16673,1.0,14.0,0.0,5.0,4.0,23.0,36.0,163.91766225761032,0.0,296.0,46.667324,-94.41925,16674.0
16676,2.0,14.0,1.0,1.0,4.0,23.0,38.0,183.25119372053211,0.0,406.0,46.667324,-94.41925,16677.0
16679,2.0,14.0,0.0,1.0,4.0,23.0,44.0,246.6110297614444,0.0,220.0,46.667324,-94.41925,16680.0
16680,2.0,14.0,0.0,5.0,4.0,18.0,35.0,159.4114174079134,0.0,42.0,46.667324,-94.41925,16681.0
16681,2.0,14.0,0.0,0.0,1.0,24.0,24.0,40.311288741492746,0.0,141.0,46.667324,-94.41925,16682.0
16682,2.0,14.0,1.0,4.0,4.0,23.0,38.0,184.69414230680331,0.0,74.0,46.667324,-94.41925,16683.0
16683,2.0,14.0,1.0,5.0,4.0,23.0,35.0,154.29990014165554,0.0,46.0,46.667324,-94.41925,16684.0
16684,2.0,14.0,0.0,2.0,4.0,28.0,27.17286948191261,143.20963654726592,0.0,2.0,46.667324,-94.41925,16685.0
16685,3.0,14.0,0.0,5.0,4.0,23.0,37.0,173.0,0.0,679.0,46.667324,-94.41925,16686.0
16686,3.0,14.0,0.0,2.0,4.0,23.0,32.0,122.0,0.0,647.0,46.667324,-94.41925,16687.0
16687,3.0,14.0,1.0,0.0,0.0,26.0,20.0,8.0,0.0,582.0,46.667324,-94.41925,16688.0
16688,3.0,14.0,0.0,2.0,1.0,23.0,28.0,86.97700845625812,0.0,548.0,46.667324,-94.41925,16689.0
16689,3.0,14.0,1.0,0.0,0.0,34.0,22.237724226933995,39.05124837953327,0.0,359.0,46.667324,-94.41925,16690.0
16690,3.0,14.0,0.0,4.0,4.0,21.0,37.0,173.25414857947845,0.0,291.0,46.667324,-94.41925,16691.0
16691,3.0,14.0,1.0,0.0,0.0,34.0,21.0,14.212670403551895,0.0,279.0,46.667324,-94.41925,16692.0
16693,4.0,14.0,0.0,5.0,1.0,23.0,32.0,122.61321299109652,0.0,512.0,46.667324,-94.41925,16694.0
16694,4.0,14.0,0.0,0.0,1.0,12.0,29.0,94.57801012920498,0.0,412.0,46.667324,-94.41925,16695.0
16695,4.0,14.0,0.0,0.0,0.0,34.0,22.0,25.94224354214569,0.0,363.0,46.667324,-94.41925,16696.0
16696,4.0,14.0,0.0,0.0,1.0,31.0,27.0,79.42921376924234,0.0,357.0,46.667324,-94.41925,16697.0
16697,1.0,14.0,0.0,0.0,1.0,23.0,25.0,50.32891812864648,0.0,690.0,42.982923,-71.44609399999999,16698.0
16698,1.0,14.0,1.0,0.0,1.0,23.0,25.0,58.309518948453004,0.0,623.0,42.982923,-71.44609399999999,16699.0
16699,1.0,14.0,1.0,0.0,4.0,23.0,36.0,161.92899678562824,0.0,322.0,42.982923,-71.44609399999999,16700.0
16701,1.0,14.0,0.0,0.0,0.0,33.0,22.0,21.18962010041709,0.0,236.0,42.982923,-71.44609399999999,16702.0
16702,1.0,14.0,0.0,0.0,0.0,48.0,21.0,12.460103370965935,0.0,232.0,42.982923,-71.44609399999999,16703.0
16703,1.0,14.0,1.0,0.0,0.0,34.0,23.0,32.57299494980466,0.0,203.0,42.982923,-71.44609399999999,16704.0
16704,1.0,14.0,1.0,0.0,0.0,34.0,22.0,25.94224354214569,0.0,149.0,42.982923,-71.44609399999999,16705.0
16705,1.0,14.0,0.0,0.0,1.0,20.0,24.0,48.83646178829912,0.0,229.0,42.982923,-71.44609399999999,16706.0
16706,2.0,14.0,1.0,1.0,4.0,23.0,37.931486137766,199.0778742100689,0.0,343.0,42.982923,-71.44609399999999,16707.0
16707,2.0,14.0,0.0,0.0,5.0,34.0,46.0,264.69794105734934,0.0,307.0,42.982923,-71.44609399999999,16708.0
16709,3.0,14.0,0.0,4.0,4.0,30.0,39.0,192.01041638411186,0.0,705.0,42.982923,-71.44609399999999,16710.0
16710,3.0,14.0,0.0,0.0,5.0,13.0,47.110856312026215,277.1154993860863,0.0,381.0,42.982923,-71.44609399999999,16711.0
16711,3.0,14.0,0.0,2.0,4.0,9.0,35.0,157.38487856207792,0.0,250.0,42.982923,-71.44609399999999,16712.0
16712,3.0,14.0,1.0,0.0,0.0,33.0,22.0,22.67156809750927,0.0,180.0,42.982923,-71.44609399999999,16713.0
16713,1.0,14.0,1.0,1.0,4.0,35.0,37.0,173.5280957078709,0.0,703.0,42.982923,-71.44609399999999,16714.0
16715,1.0,14.0,0.0,0.0,1.0,23.0,33.0,131.30879635424276,0.0,514.0,42.982923,-71.44609399999999,16716.0
16716,1.0,14.0,1.0,0.0,1.0,34.0,24.0,42.04759208325728,0.0,342.0,42.982923,-71.44609399999999,16717.0
16717,1.0,14.0,0.0,0.0,1.0,23.0,27.0,74.68600939935136,0.0,222.0,42.982923,-71.44609399999999,16718.0
16718,2.0,14.0,0.0,0.0,4.0,23.0,33.0,135.8712625980932,0.0,426.0,42.982923,-71.44609399999999,16719.0
16719,2.0,14.0,1.0,5.0,1.0,23.0,29.0,93.51141581136,0.0,282.0,42.982923,-71.44609399999999,16720.0
16720,2.0,14.0,0.0,2.0,4.0,23.0,32.0,123.90565797650775,0.0,254.0,42.982923,-71.44609399999999,16721.0
16722,3.0,14.0,1.0,2.0,4.0,38.0,32.0,123.90565797650775,0.0,267.0,42.982923,-71.44609399999999,16723.0
16724,3.0,14.0,0.0,0.0,4.0,32.0,39.0,194.82555636185256,0.0,133.0,42.982923,-71.44609399999999,16725.0
16725,4.0,14.0,0.0,1.0,5.0,23.0,46.0,265.75364531836624,0.0,508.0,42.982923,-71.44609399999999,16726.0
16727,4.0,14.0,0.0,5.0,4.0,23.0,31.0,113.77424392145849,0.0,233.0,42.982923,-71.44609399999999,16728.0
16728,4.0,14.0,0.0,2.0,4.0,7.0,33.0,132.60844618650805,0.0,199.0,42.982923,-71.44609399999999,16729.0
16729,4.0,14.0,0.0,1.0,4.0,23.0,42.0,226.27416997969522,0.0,85.0,42.982923,-71.44609399999999,16730.0
16730,4.0,14.0,0.0,0.0,1.0,23.0,25.0,57.58472019555186,0.0,50.0,42.982923,-71.44609399999999,16731.0
16731,1.0,14.0,0.0,5.0,4.0,12.0,40.0,206.0218435020908,0.0,542.0,40.774891,-111.93078999999999,16732.0
16732,4.0,14.0,1.0,2.0,1.0,23.0,27.074166576813038,105.3612832116238,0.0,461.0,40.774891,-111.93078999999999,16733.0
16733,1.0,14.0,1.0,0.0,0.0,41.0,21.0,15.0,0.0,326.0,40.774891,-111.93078999999999,16734.0
16735,1.0,13.0,0.0,2.0,4.0,10.0,37.0,178.31713322056297,0.0,262.0,40.774891,-111.93078999999999,16736.0
16736,1.0,14.0,1.0,0.0,1.0,32.0,27.0,70.49113419430843,0.0,162.0,40.774891,-111.93078999999999,16737.0
16737,2.0,14.0,0.0,0.0,1.0,21.0,26.0,62.26556030423239,0.0,354.0,40.774891,-111.93078999999999,16738.0
16738,2.0,14.0,0.0,5.0,4.0,32.0,33.0,135.36617007214173,0.0,299.0,40.774891,-111.93078999999999,16739.0
16739,2.0,14.0,0.0,5.0,1.0,38.0,32.0,122.11470017978998,0.0,127.0,40.774891,-111.93078999999999,16740.0
16741,2.0,14.0,0.0,0.0,1.0,23.0,27.0,78.0,0.0,36.0,40.774891,-111.93078999999999,16742.0
16742,2.0,14.0,0.0,4.0,5.0,26.0,43.0,239.9270722532161,0.0,1.0,40.774891,-111.93078999999999,16743.0
16743,3.0,14.0,1.0,2.0,4.0,23.0,37.0,178.89102828258325,0.0,702.0,40.774891,-111.93078999999999,16744.0
16744,3.0,14.0,0.0,0.0,1.0,30.0,24.0,48.373546489791295,0.0,434.0,40.774891,-111.93078999999999,16745.0
16745,3.0,14.0,0.0,0.0,1.0,23.0,27.0,77.15568676384133,0.0,368.0,40.774891,-111.93078999999999,16746.0
16747,3.0,14.0,1.0,0.0,1.0,23.0,21.94161551163528,62.03224967708329,0.0,194.0,40.774891,-111.93078999999999,16748.0
16748,4.0,14.0,1.0,1.0,5.0,30.0,38.12889194796513,240.20824298928628,0.0,297.0,40.774891,-111.93078999999999,16749.0
16749,4.0,14.0,1.0,1.0,4.0,23.0,45.0,250.2258979402412,0.0,258.0,40.774891,-111.93078999999999,16750.0
16750,4.0,14.0,1.0,2.0,4.0,23.0,34.0,140.24621207005913,0.0,213.0,40.774891,-111.93078999999999,16751.0
16752,1.0,14.0,1.0,5.0,4.0,32.0,35.0,159.15401345866212,0.0,686.0,42.982923,-71.44609399999999,16753.0
16753,1.0,14.0,0.0,0.0,4.0,23.0,26.0,66.21933252457322,0.0,650.0,42.982923,-71.44609399999999,16754.0
16754,1.0,14.0,0.0,2.0,4.0,23.0,29.0,93.51141581136,0.0,614.0,42.982923,-71.44609399999999,16755.0
16755,1.0,14.0,1.0,0.0,0.0,34.0,22.0,28.86173937932363,0.0,598.0,42.982923,-71.44609399999999,16756.0
16756,1.0,14.0,0.0,0.0,0.0,34.0,22.0,24.69817807045693,0.0,394.0,42.982923,-71.44609399999999,16757.0
16758,1.0,14.0,1.0,0.0,0.0,34.0,22.0,20.8806130178211,0.0,272.0,42.982923,-71.44609399999999,16759.0
16759,1.0,14.0,0.0,1.0,4.0,31.0,41.0,214.76731594914529,0.0,131.0,42.982923,-71.44609399999999,16760.0
16760,1.0,14.0,0.0,0.0,1.0,23.0,25.0,52.153619241621186,0.0,43.0,42.982923,-71.44609399999999,16761.0
16761,1.0,14.0,0.0,0.0,0.0,33.0,21.0,19.92485884517129,0.0,42.0,42.982923,-71.44609399999999,16762.0
16762,1.0,14.0,1.0,5.0,1.0,7.0,30.627471160397644,128.79829191413992,0.0,15.0,42.982923,-71.44609399999999,16763.0
16763,2.0,14.0,1.0,0.0,1.0,23.0,33.0,134.03707203155702,0.0,133.0,42.982923,-71.44609399999999,16764.0
16765,2.0,14.0,1.0,4.0,5.0,30.0,46.0,263.3476789341421,0.0,10.0,42.982923,-71.44609399999999,16766.0
16766,3.0,14.0,0.0,1.0,4.0,32.0,34.47688445928097,182.8578683021324,0.0,705.0,42.982923,-71.44609399999999,16767.0
16767,3.0,14.0,0.0,0.0,0.0,34.0,22.0,21.18962010041709,0.0,392.0,42.982923,-71.44609399999999,16768.0
16768,3.0,14.0,1.0,0.0,5.0,2.0,45.0,256.6028059082753,0.0,245.0,42.982923,-71.44609399999999,16769.0
16769,3.0,14.0,0.0,0.0,5.0,23.0,46.0,261.1225765804252,0.0,212.0,42.982923,-71.44609399999999,16770.0
16771,3.0,14.0,1.0,5.0,4.0,23.0,35.0,154.0,0.0,101.0,42.982923,-71.44609399999999,16772.0
16772,3.0,13.0,0.0,5.0,4.0,38.0,19.572745789245545,124.01612798341995,0.0,28.0,42.982923,-71.44609399999999,16773.0
16773,4.0,14.0,1.0,0.0,0.0,34.0,22.0,28.0178514522438,0.0,8.0,42.982923,-71.44609399999999,16774.0
16774,4.0,14.0,0.0,2.0,4.0,23.0,39.0,192.7822605946927,0.0,504.0,42.982923,-71.44609399999999,16775.0
16775,4.0,14.0,0.0,4.0,4.0,56.0,39.0,195.0589654437857,0.0,391.0,42.982923,-71.44609399999999,16776.0
16776,4.0,14.0,1.0,0.0,1.0,20.0,24.0,43.96589587396122,0.0,271.0,42.982923,-71.44609399999999,16777.0
16777,4.0,14.0,0.0,5.0,6.0,23.0,43.0,231.26175645791503,0.0,222.0,42.982923,-71.44609399999999,16778.0
16778,4.0,14.0,0.0,5.0,6.0,2.0,44.0,241.01867147588382,0.0,217.0,42.982923,-71.44609399999999,16779.0
16779,4.0,14.0,1.0,0.0,0.0,33.0,22.0,22.591517426015194,0.0,209.0,42.982923,-71.44609399999999,16780.0
16780,4.0,13.0,1.0,0.0,1.0,39.0,27.0,71.56814934033156,0.0,103.0,42.982923,-71.44609399999999,16781.0
16781,4.0,14.0,1.0,0.0,4.0,23.0,35.0,159.5054857990784,0.0,67.0,42.982923,-71.44609399999999,16782.0
16782,4.0,14.0,0.0,0.0,0.0,34.0,22.0,23.021728866442675,0.0,35.0,42.982923,-71.44609399999999,16783.0
16783,4.0,14.0,0.0,4.0,5.0,27.0,43.65625463354118,261.8472837361503,0.0,9.0,42.982923,-71.44609399999999,16784.0
16785,1.0,14.0,0.0,5.0,1.0,47.0,30.0,107.93516572461452,0.0,658.0,35.103812,-89.964007,16786.0
16786,4.0,14.0,0.0,1.0,4.0,51.0,40.0,205.10485123467944,0.0,575.0,35.103812,-89.964007,16787.0
16787,1.0,14.0,1.0,0.0,0.0,34.0,21.0,15.811388300841895,0.0,551.0,35.103812,-89.964007,16788.0
16788,1.0,14.0,0.0,0.0,0.0,34.0,22.0,22.591517426015194,0.0,528.0,35.103812,-89.964007,16789.0
16789,1.0,14.0,1.0,0.0,0.0,34.0,20.0,4.0,0.0,501.0,35.103812,-89.964007,16790.0
16790,1.0,14.0,0.0,0.0,1.0,23.0,32.0,126.0634760745554,0.0,423.0,35.103812,-89.964007,16791.0
16791,1.0,14.0,1.0,0.0,0.0,33.0,22.0,24.041630560342607,0.0,231.0,35.103812,-89.964007,16792.0
16793,2.0,14.0,1.0,1.0,5.0,36.0,45.0,259.78837541352766,0.0,532.0,35.103812,-89.964007,16794.0
16794,2.0,14.0,1.0,0.0,1.0,39.0,25.0,52.98575959116297,0.0,499.0,35.103812,-89.964007,16795.0
16795,2.0,14.0,0.0,2.0,4.0,7.0,36.0,167.08381130438698,0.0,296.0,35.103812,-89.964007,16796.0
16796,2.0,14.0,0.0,1.0,5.0,23.0,48.0,280.8344708186657,0.0,260.0,35.103812,-89.964007,16797.0
16797,2.0,14.0,0.0,0.0,0.0,44.0,22.0,22.591517426015194,0.0,166.0,35.103812,-89.964007,16798.0
16798,2.0,14.0,0.0,2.0,4.0,23.0,34.0,147.97972834141845,0.0,63.0,35.103812,-89.964007,16799.0
16800,2.0,14.0,0.0,0.0,4.0,33.0,22.0,25.553864678361286,0.0,6.0,35.103812,-89.964007,16801.0
16801,3.0,14.0,0.0,4.0,4.0,16.0,39.0,194.82555636185256,0.0,706.0,35.103812,-89.964007,16802.0
16802,3.0,14.0,0.0,4.0,5.0,20.0,46.0,266.0112779564054,0.0,427.0,35.103812,-89.964007,16803.0
16803,3.0,14.0,0.0,0.0,1.0,26.0,26.0,64.40496875241847,0.0,405.0,35.103812,-89.964007,16804.0
16805,3.0,14.0,1.0,0.0,0.0,34.0,23.0,34.40930106817051,0.0,182.0,35.103812,-89.964007,16806.0
16806,3.0,14.0,1.0,5.0,4.0,11.0,41.0,214.11445537375562,0.0,135.0,35.103812,-89.964007,16807.0
16807,4.0,14.0,0.0,4.0,5.0,23.0,45.0,253.144227664784,0.0,259.0,35.103812,-89.964007,16808.0
16809,4.0,14.0,1.0,0.0,0.0,33.0,22.0,21.40093455903269,0.0,28.0,35.103812,-89.964007,16810.0
16810,1.0,14.0,1.0,0.0,0.0,34.0,23.0,39.408120990476064,0.0,480.0,29.740325,-95.365762,16811.0
16811,1.0,14.0,0.0,2.0,1.0,8.0,28.0,83.72574275573791,0.0,441.0,29.740325,-95.365762,16812.0
16812,1.0,14.0,1.0,0.0,1.0,35.0,25.0,56.30275304103698,0.0,359.0,29.740325,-95.365762,16813.0
16813,1.0,14.0,1.0,1.0,4.0,7.0,40.0,207.9543219074804,0.0,315.0,29.740325,-95.365762,16814.0
16814,1.0,14.0,0.0,0.0,1.0,34.0,25.0,50.28916384272063,0.0,253.0,29.740325,-95.365762,16815.0
16815,2.0,14.0,1.0,0.0,0.0,33.0,22.0,20.8806130178211,0.0,239.0,29.740325,-95.365762,16816.0
16816,2.0,14.0,1.0,0.0,0.0,44.0,21.0,12.041594578792296,0.0,157.0,29.740325,-95.365762,16817.0
16818,2.0,14.0,0.0,0.0,0.0,34.0,22.0,28.86173937932363,0.0,57.0,29.740325,-95.365762,16819.0
16820,2.0,14.0,1.0,0.0,1.0,23.0,32.0,120.4200979903272,0.0,0.0,29.740325,-95.365762,16821.0
16821,3.0,14.0,1.0,2.0,4.0,23.0,21.448100986137426,94.54099639838793,0.0,696.0,29.740325,-95.365762,16822.0
16822,3.0,14.0,0.0,2.0,1.0,23.0,33.0,131.36970731489052,0.0,669.0,29.740325,-95.365762,16823.0
16823,3.0,14.0,0.0,0.0,1.0,17.0,26.0,66.12866246946176,0.0,531.0,29.740325,-95.365762,16824.0
16824,3.0,14.0,0.0,0.0,1.0,23.0,31.0,118.10588469674153,0.0,458.0,29.740325,-95.365762,16825.0
16825,3.0,14.0,0.0,0.0,1.0,35.0,25.0,50.24937810560446,0.0,284.0,29.740325,-95.365762,16826.0
16827,4.0,14.0,1.0,0.0,4.0,23.0,39.0,195.41238445912282,0.0,353.0,29.740325,-95.365762,16828.0
16828,4.0,14.0,0.0,2.0,4.0,23.0,42.0,222.38030488332367,0.0,212.0,29.740325,-95.365762,16829.0
16830,4.0,14.0,0.0,4.0,4.0,23.0,36.0,162.60381299342276,0.0,156.0,29.740325,-95.365762,16831.0
16831,4.0,14.0,0.0,0.0,4.0,30.0,46.0,269.0074348414928,0.0,64.0,29.740325,-95.365762,16832.0
16832,4.0,14.0,0.0,1.0,5.0,23.0,46.0,265.74545474719736,0.0,36.0,29.740325,-95.365762,16833.0
16833,4.0,14.0,0.0,0.0,5.0,13.0,48.0,282.0070921094007,0.0,14.0,29.740325,-95.365762,16834.0
16834,1.0,14.0,1.0,0.0,1.0,23.0,24.0,47.01063709417264,0.0,645.0,42.982923,-71.44609399999999,16835.0
